Person Full Name (Letr.),My Title,Jud Experience Pending Status,Jud Experience Pend Sub Type,Jud Experience Active Date,Experience Status Effective Date,Experience Status,Experience Status Reason
Hon. Brian L. McCabe,"Presiding Judge of the Superior Court of California,
  County of Merced",Selected,,01/01/2013,12/31/2014,Term Ended,
Hon. Brian L. McCabe,"Presiding Judge of the Superior Court of California,
  County of Merced",Selected,,01/01/2015,12/31/2015,Term Ended,
Hon. Brian L. McCabe,"Presiding Judge of the Superior Court of California,
  County of Merced",Selected,,01/01/2016,12/31/2016,Term Ended,
Hon. Brian L. McCabe,"Judge of the Superior Court of California,
  County of Merced",Appointed,Schwarzenegger,12/30/2004,01/07/2019,Active Service,Elected/Re-Elected
Hon. Clifford V. Cretan,"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Schwarzenegger,12/23/2004,01/07/2019,Active Service,Elected/Re-Elected
Hon. John L. Grandsaert,"Presiding Judge of the Superior Court of California,
  County of San Mateo",Selected,,01/01/2015,12/31/2015,Term Ended,
Hon. John L. Grandsaert,"Presiding Judge of the Superior Court of California,
  County of San Mateo",Selected,,01/01/2016,12/31/2016,Term Ended,
Hon. John L. Grandsaert,"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Schwarzenegger,12/10/2004,01/07/2019,Active Service,Elected/Re-Elected
Hon. Jeffrey Penney,"Judge of the Superior Court of California,<br>  County of Placer",Elected,,01/03/2005,01/03/2005,Active Service,
Hon. Sarah Adams Christian (Ret.),"Judge of the Superior Court of California,
  County of Riverside",Elected,,01/03/2005,12/31/2016,Retired,Retirement
Hon. Gus Gomez,"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/03/2005,01/03/2005,Active Service,
Hon. Laura F. Priver,"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/03/2005,01/03/2005,Active Service,
Hon. Patricia Nieto,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,07/21/2008,07/21/2008,Active Service,
Hon. Griffin M. J. Bonini,"Judge of the Superior Court of California,
  County of Santa Clara",Elected,,01/03/2005,01/03/2005,Active Service,
Hon. Teresa Guerrero-Daley (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Elected,,01/03/2005,02/03/2017,Retired,
Hon. Joseph P. Brannigan,"Judge of the Superior Court of California,<br>  County of San Diego",Elected,,01/03/2005,01/03/2005,Active Service,
Hon. James F. Rigali,"Judge of the Superior Court of California,
  County of Santa Barbara",Elected,,01/04/2005,01/04/2005,Active Service,
Hon. Francis M. Devaney,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,Schwarzenegger,01/26/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Timothy B. Taylor,"Judge of the Superior Court of California,
  County of San Diego",Appointed,Schwarzenegger,01/26/2005,01/07/2019,Active Service,Elected/Re-Elected
"Hon. Donald R. Franson, Jr.","Associate Justice of the Court of Appeal
Fifth Appellate District",Appointed,Schwarzenegger,12/29/2010,12/29/2010,Active Service,
"Hon. Donald R. Franson, Jr.","Judge of the Superior Court of California,
  County of Fresno",Appointed,Schwarzenegger,04/01/2005,12/28/2010,Promoted,Elevated
Hon. Eleanor J. Hunter,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,04/11/2005,04/11/2005,Active Service,
Hon. Scott T. Millington,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,02/18/2005,02/18/2005,Active Service,
Hon. Laurie M. Earl,"Presiding Judge of the Superior Court of California,
  County of Sacramento",Selected,,01/01/2012,12/31/2013,Term Ended,
Hon. Laurie M. Earl,"Judge of the Superior Court of California,<br>  County of Sacramento",Appointed,Schwarzenegger,02/18/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Alan G. Perkins,"Judge of the Superior Court of California,
  County of Sacramento",Appointed,Schwarzenegger,03/25/2005,01/07/2019,Active Service,Elected/Re-Elected
"Hon. Jeffrey Y. Hamilton, Jr.","Judge of the Superior Court of California,<br>  County of Fresno",Appointed,Schwarzenegger,03/28/2005,03/28/2005,Active Service,
Hon. Dorothy B. Reyes,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,03/22/2005,03/22/2005,Active Service,
Hon. Jon D. Ferguson,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,03/21/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Michael J. Gaffey,"Judge of the Superior Court of California,
  County of Alameda",Appointed,Schwarzenegger,02/08/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Marla J. Miller,"Associate Justice of the Court of Appeal
First Appellate District, Division Two",Appointed,"Brown, Jr.",12/10/2014,12/10/2014,Active Service,
Hon. Marla J. Miller,"Judge of the Superior Court of California,
  County of San Francisco",Appointed,Schwarzenegger,03/14/2005,12/09/2014,Promoted,Elevated
Hon. Stephanie Garratt,"Judge of the Superior Court of California,
  County of San Mateo",Elected,,01/05/2015,01/05/2015,Active Service,
Hon. Nathan R. Scott,"Judge of the Superior Court of California,
  County of Orange",Appointed,"Brown, Jr.",12/14/2012,12/14/2012,Active Service,
Hon. David G. Brown,"Judge of the Superior Court of California,
  County of San Diego",Appointed,Schwarzenegger,04/07/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Earl H. Maas III,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,Schwarzenegger,04/14/2005,04/14/2005,Active Service,
Hon. Morris Beatus (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Appointed,Schwarzenegger,04/18/2005,09/24/2010,Retired,Retirement
Hon. Derek Woodhouse,"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Schwarzenegger,04/21/2005,07/19/2017,Deceased,
Hon. Mark H. Pierce,"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Schwarzenegger,06/29/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Charles B. Burch,"Judge of the Superior Court of California,
  County of Contra Costa",Appointed,Schwarzenegger,05/18/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Craig J. Mitchell,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,04/18/2005,04/18/2005,Active Service,
Hon. Alex Ricciardulli,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,04/29/2005,04/29/2005,Active Service,
Hon. Gerald J. Buchwald,"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Schwarzenegger,04/29/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. William D. Lehman,"Judge of the Superior Court of California,
  County of Imperial",Appointed,Schwarzenegger,06/20/2006,06/20/2006,Active Service,
Hon. William D. Lehman,"Presiding Judge of the Superior Court of California,
  County of Imperial",Selected,,01/01/2012,12/31/2013,Term Ended,
Hon. James N. Bianco,"Judge of the Superior Court of California,<br>  County of Los Angeles",Appointed,Schwarzenegger,07/21/2008,07/21/2008,Active Service,
Hon. Harry Jay Ford III,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",05/21/2013,05/21/2013,Active Service,
Hon. Kimberly J. Nystrom-Geist,"Judge of the Superior Court of California,
  County of Fresno",Appointed,Schwarzenegger,04/13/2007,04/13/2007,Active Service,
Hon. Mark S. Borrell,"Judge of the Superior Court of California,
  County of Ventura",Appointed,Schwarzenegger,05/17/2010,05/17/2010,Active Service,
Hon. Judith C. Clark,"Judge of the Superior Court of California,
  County of Riverside",Appointed,Schwarzenegger,05/16/2005,05/16/2005,Active Service,
Hon. Harold W. Hopp,"Judge of the Superior Court of California,<br>  County of Riverside",Appointed,Schwarzenegger,06/03/2005,06/03/2005,Active Service,
Hon. Harold W. Hopp,"Presiding Judge of the Superior Court of California,
  County of Riverside",Selected,,01/01/2015,12/31/2015,Term Ended,
Hon. Harold W. Hopp,"Presiding Judge of the Superior Court of California,
  County of Riverside",Selected,,01/01/2016,12/31/2016,Term Ended,
Hon. Matthew C. Perantoni,"Judge of the Superior Court of California,<br>  County of Riverside",Appointed,"Brown, Jr.",12/28/2012,12/28/2012,Active Service,
Hon. Charles J. Koosed,"Judge of the Superior Court of California,
  County of Riverside",Appointed,Schwarzenegger,06/25/2007,06/25/2007,Active Service,
Hon. Michael D. Coughlan,"Judge of the Superior Court of California,
  County of San Joaquin",Appointed,Schwarzenegger,06/24/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Michael D. Coughlan,"Assistant Presiding Judge of the Superior Court of California,<br>  County of San Joaquin",Selected,,01/01/2020,01/01/2020,Active Service,
Hon. Eric C. Wyatt (Ret.),"Judge of the Superior Court of California,
  County of Madera",Appointed,Schwarzenegger,06/17/2005,05/23/2011,Retired,
Hon. Steven D. Bromberg,"Judge of the Superior Court of California,
  County of Orange",Appointed,Schwarzenegger,06/17/2005,06/17/2005,Active Service,
Hon. Randall J. Sherman,"Judge of the Superior Court of California,
  County of Orange",Appointed,Schwarzenegger,06/13/2005,06/13/2005,Active Service,
Hon. Timothy R. Walsh,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,Schwarzenegger,06/01/2005,06/01/2005,Active Service,
Hon. John F. McGregor,"Judge of the Superior Court of California,
  County of Santa Barbara",Appointed,"Brown, Jr.",08/07/2012,08/07/2012,Active Service,
Hon. Richard C. Martin (Ret.),"Presiding Judge of the Superior Court of California,
  County of Lake",Selected,,01/01/2009,12/31/2010,Term Ended,
Hon. Richard C. Martin (Ret.),"Judge of the Superior Court of California,
  County of Lake",Appointed,Schwarzenegger,07/08/2005,05/31/2017,Retired,Retirement
Hon. Michael A. Savage,"Judge of the Superior Court of California,<br>  County of Sacramento",Appointed,Schwarzenegger,07/01/2005,07/01/2005,Active Service,
Hon. Larry E. Hayes,"Judge of the Superior Court of California,
  County of Monterey",Appointed,Schwarzenegger,06/24/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Joseph R. Distaso,"Assistant Presiding Judge of the Superior Court of California,<br>  County of Stanislaus",Selected,,01/01/2019,01/01/2019,Active Service,
Hon. Joseph R. Distaso,"Judge of the Superior Court of California,
  County of Stanislaus",Appointed,Schwarzenegger,07/22/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Scott T. Steffen,"Judge of the Superior Court of California,<br>  County of Stanislaus",Appointed,Schwarzenegger,07/08/2005,07/08/2005,Active Service,
Hon. Lawrence Cho,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,08/05/2005,08/05/2005,Active Service,
Hon. Dalila Corral Lyons,"Judge of the Superior Court of California,<br>  County of Los Angeles",Appointed,Schwarzenegger,06/20/2005,06/20/2005,Active Service,
Hon. Beverly Reid O'Connell,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,07/06/2005,05/01/2013,Promoted,To Fed Court
Hon. Peter A. Krause,"Associate Justice of the Court of Appeal
Third Appellate District",Appointed,"Brown, Jr.",12/21/2018,12/21/2018,Active Service,
Hon. Elizabeth Lee,"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Schwarzenegger,08/09/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Franklin E. Bondonno,"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Schwarzenegger,07/06/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Carol W. Overton,"Judge of the Superior Court of California,<br>  County of Santa Clara",Appointed,Schwarzenegger,08/15/2005,08/15/2005,Active Service,
Hon. Donna L. Stashyn,"Judge of the Superior Court of California,
  County of Solano",Appointed,Schwarzenegger,07/13/2007,07/13/2007,Active Service,
Hon. Donna L. Stashyn,"Assistant Presiding Judge of the Superior Court of California,<br>  County of Solano",Selected,,01/01/2018,12/31/2019,Term Ended,
Hon. Donna L. Stashyn,"Presiding Judge of the Superior Court of California,<br>  County of Solano",Selected,,01/01/2020,01/01/2020,Active Service,
Hon. William D. Palmer (Ret.),"Judge of the Superior Court of California,
  County of Kern",Appointed,Schwarzenegger,05/01/2006,10/12/2017,Retired,Retirement
Hon. Craig E. Arthur,"Judge of the Superior Court of California,
  County of Orange",Appointed,"Brown, Jr.",11/12/2014,11/12/2014,Active Service,
Hon. Charles D. Wachob,"Judge of the Superior Court of California,<br>  County of Placer",Appointed,Schwarzenegger,09/06/2005,09/06/2005,Active Service,
Hon. Daniel B. Feldstern,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,08/29/2005,08/29/2005,Active Service,
Hon. Gail Ruderman Feuer,"Associate Justice of the Court of Appeal
Second Appellate District, Division Seven",Appointed,Unknown,07/30/2018,07/30/2018,Active Service,
Hon. Gail Ruderman Feuer,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,08/22/2005,07/29/2018,Promoted,Elevated
Hon. Juliet L. Boccone,"Judge of the Superior Court of California,<br>  County of Tulare",Appointed,Schwarzenegger,08/31/2005,08/31/2005,Active Service,
Hon. Gary L. Paden,"Judge of the Superior Court of California,<br>  County of Tulare",Appointed,Schwarzenegger,08/31/2005,08/31/2005,Active Service,
Hon. Gary L. Paden,"Presiding Judge of the Superior Court of California,
  County of Tulare",Selected,,01/01/2015,12/31/2015,Term Ended,
Hon. Gary L. Paden,"Presiding Judge of the Superior Court of California,
  County of Tulare",Selected,,01/01/2016,12/31/2016,Term Ended,
Hon. Robert D. McGuiness,"Judge of the Superior Court of California,<br>  County of Alameda",Appointed,Schwarzenegger,09/29/2005,09/29/2005,Active Service,
Hon. Susanne M. Fenstermacher,"Judge of the Superior Court of California,
  County of Contra Costa",Appointed,Schwarzenegger,09/26/2005,09/26/2005,Active Service,
Hon. Charles S. Treat,"Judge of the Superior Court of California,
  County of Contra Costa",Appointed,Schwarzenegger,10/03/2005,10/03/2005,Active Service,
Hon. John A. Behnke (Ret.),"Presiding Judge of the Superior Court of California,
  County of Mendocino",Selected,,01/01/2016,12/31/2017,Term Ended,
Hon. John A. Behnke (Ret.),"Judge of the Superior Court of California,
  County of Mendocino",Appointed,Schwarzenegger,10/14/2005,01/15/2020,Retired,Retirement
Hon. Julia L. Scrogin,"Judge of the Superior Court of California,
  County of Yuba",Appointed,Schwarzenegger,09/20/2005,09/20/2005,Active Service,
Hon. Kenneth J. Gnoss,"Judge of the Superior Court of California,
  County of Sonoma",Appointed,Schwarzenegger,08/30/2005,08/30/2005,Active Service,
Hon. Kenneth J. Gnoss,"Presiding Judge of the Superior Court of California,
  County of Sonoma",Selected,,01/01/2014,12/31/2015,Term Ended,
Hon. Lisa A. Novak,"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Schwarzenegger,10/24/2005,01/07/2019,Active Service,Elected/Re-Elected
Hon. Garrett L. Wong,"Judge of the Superior Court of California,
  County of San Francisco",Appointed,Schwarzenegger,09/30/2005,09/30/2005,Active Service,
Hon. Garrett L. Wong,"Presiding Judge of the Superior Court of California,<br>  County of San Francisco",Appointed,Unknown,01/01/2019,01/01/2019,Active Service,
Hon. Patricia M. Scanlon,"Judge of the Superior Court of California,
  County of Contra Costa",Appointed,Schwarzenegger,10/03/2005,10/03/2005,Active Service,
Hon. Eugene L. Balonon (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Appointed,Schwarzenegger,09/14/2005,05/08/2020,Retired,Retirement
Hon. Edlene C. McKenzie,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,"Brown, Jr.",11/09/2017,01/07/2019,Active Service,Elected/Re-Elected
Hon. Amy M. Pellman,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,11/06/2008,11/06/2008,Active Service,
Hon. Christopher B. Marshall,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,02/17/2009,01/07/2019,Active Service,Elected/Re-Elected
Hon. Sandra L. McLean,"Judge of the Superior Court of California,
  County of Butte",Appointed,Schwarzenegger,12/30/2005,12/30/2005,Active Service,
Hon. Jonathan B. Conklin,"Judge of the Superior Court of California,
  County of Fresno",Appointed,Schwarzenegger,12/29/2005,12/29/2005,Active Service,
Hon. Jonathan B. Conklin,"Presiding Judge of the Superior Court of California,
  County of Fresno",Selected,,01/01/2014,12/31/2015,Term Ended,
Hon. Houry A. Sanderson,"Judge of the Superior Court of California,
  County of Fresno",Appointed,Schwarzenegger,12/29/2005,12/29/2005,Active Service,
Hon. Mike Camacho,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,11/03/2005,11/03/2005,Active Service,
Hon. Daniel S. Murphy,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,11/14/2005,11/14/2005,Active Service,
Hon. Margaret L. Oldendorf,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,11/21/2005,11/21/2005,Active Service,
Hon. Otis D. Wright,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,11/23/2005,04/15/2007,Promoted,To Fed Court
Hon. Douglas E. Weathers (Ret.),"Judge of the Superior Court of California,
  County of Riverside",Appointed,Schwarzenegger,11/04/2005,12/09/2010,Retired,
Hon. Timothy P. Roberts,"Judge of the Superior Court of California,
  County of Monterey",Appointed,Schwarzenegger,05/23/2007,05/23/2007,Active Service,
Hon. Timothy P. Roberts,"Presiding Judge of the Superior Court of California,
  County of Monterey",Selected,,01/01/2011,12/31/2012,Term Ended,
Hon. Julie A. McManus (Ret.),"Judge of the Superior Court of California,
  County of Nevada",Appointed,Schwarzenegger,12/13/2005,07/02/2012,Retired,
Hon. Morris D. Jacobson,"Judge of the Superior Court of California,
  County of Alameda",Appointed,Schwarzenegger,12/06/2005,12/06/2005,Active Service,
Hon. Morris D. Jacobson,"Presiding Judge of the Superior Court of California,
  County of Alameda",Selected,,01/01/2016,12/31/2017,Term Ended,
Hon. Craig Richman,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,01/03/2006,01/03/2006,Active Service,
Hon. Maria E. Stratton,"Associate Justice of the Court of Appeal
Second Appellate District, Division Eight",Appointed,Unknown,09/17/2018,09/17/2018,Active Service,
Hon. Maria E. Stratton,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,01/21/2006,09/16/2018,Promoted,Elevated
Hon. Stephen M. Place,"Assistant Presiding Judge of the Superior Court of California,<br>  County of Inyo",Selected,,09/06/2018,09/06/2018,Active Service,
Hon. Stephen M. Place,"Judge of the Superior Court of California,
  County of Inyo",Appointed,Unknown,09/12/2018,09/12/2018,Active Service,
Hon. Thomas S. Clark,"Judge of the Superior Court of California,
  County of Kern",Appointed,Schwarzenegger,12/17/2010,01/07/2019,Active Service,Elected/Re-Elected
"Hon. Wilfred J. Schneider, Jr.","Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,07/09/2007,07/09/2007,Active Service,
Hon. Julie A. Emede,"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Schwarzenegger,02/18/2010,01/07/2019,Active Service,Elected/Re-Elected
Hon. David A. Mason,"Judge of the Superior Court of California,
  County of Modoc",Appointed,Schwarzenegger,05/01/2009,05/01/2009,Active Service,
Hon. David A. Mason,"Assistant Presiding Judge of the Superior Court of California,<br>  County of Modoc",Selected,,01/01/2019,12/31/2019,Term Ended,
Hon. David A. Mason,"Assistant Presiding Judge of the Superior Court of California,<br>  County of Modoc",Selected,,01/01/2020,01/01/2020,Active Service,
Hon. Beverly K. Wood,"Judge of the Superior Court of California,
  County of Marin",Appointed,"Brown, Jr.",07/12/2013,07/12/2013,Active Service,
Hon. Douglas W. Sortino,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,12/14/2005,12/14/2005,Active Service,
Hon. Laura J. Birkmeyer,"Judge of the Superior Court of California,
  County of San Diego",Appointed,Schwarzenegger,12/21/2005,12/21/2005,Active Service,
Hon. Graciela L. Freixes,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,05/23/2007,05/23/2007,Active Service,
Hon. Karen L. Dixon,"Judge of the Superior Court of California,
  County of Siskiyou",Elected,,01/05/2009,01/05/2009,Active Service,
Hon. Karen L. Dixon,"Assistant Presiding Judge of the Superior Court of California,<br>  County of Siskiyou",Selected,,01/01/2019,06/30/2019,Term Ended,
Hon. Karen L. Dixon,"Presiding Judge of the Superior Court of California,<br>  County of Siskiyou",Selected,,07/01/2019,07/01/2019,Active Service,
Hon. Antonino J. Agbayani,"Judge of the Superior Court of California,
  County of San Joaquin",Appointed,Schwarzenegger,10/03/2007,10/03/2007,Active Service,
Hon. Teresa M. Bennett,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,02/22/2006,02/22/2006,Active Service,
Hon. Diane M. Price (Ret.),"Presiding Judge of the Superior Court of California,
  County of Napa",Selected,,05/24/2011,12/31/2013,Term Ended,
Hon. Diane M. Price (Ret.),"Judge of the Superior Court of California,
  County of Napa",Appointed,Schwarzenegger,03/16/2006,01/31/2019,Retired,Retirement
Hon. Donald R. Langford (Ret.),"Judge of the Superior Court of California,
  County of Siskiyou",Appointed,Schwarzenegger,03/26/2009,04/29/2016,Retired,Retirement
Hon. Gayle L. Peron,"Judge of the Superior Court of California,
  County of San Luis Obispo",Appointed,"Brown, Jr.",11/17/2015,11/17/2015,Active Service,
Hon. JoAnn Johnson,"Judge of the Superior Court of California,
  County of Ventura",Appointed,"Brown, Jr.",11/02/2017,11/02/2017,Active Service,
Hon. Jennifer Lee Giuliani,"Judge of the Superior Court of California,
  County of Kings",Elected,,01/07/2013,01/07/2019,Active Service,Elected/Re-Elected
Hon. John B. Ellis,"Judge of the Superior Court of California,
  County of Solano",Appointed,Schwarzenegger,01/22/2010,01/22/2010,Active Service,
Hon. John B. Ellis,"Presiding Judge of the Superior Court of California,
  County of Solano",Selected,,01/01/2018,12/31/2019,Term Ended,
Hon. Susan M. Gill,"Judge of the Superior Court of California,
  County of Kern",Appointed,Schwarzenegger,01/29/2010,01/07/2019,Active Service,Elected/Re-Elected
Hon. Steven C. Bailey (Ret.),"Judge of the Superior Court of California,
  County of El Dorado",Elected,,01/05/2009,08/31/2017,Retired,Retirement
Hon. Paul M. Marigonda,"Judge of the Superior Court of California,
  County of Santa Cruz",Appointed,Schwarzenegger,01/09/2007,01/09/2007,Active Service,
Hon. Paul M. Marigonda,"Presiding Judge of the Superior Court of California,
  County of Santa Cruz",Selected,,01/01/2014,12/31/2015,Term Ended,
Hon. Candace S. Heidelberger,"Judge of the Superior Court of California,
  County of Nevada",Appointed,Schwarzenegger,11/05/2007,11/05/2007,Active Service,
Hon. Candace S. Heidelberger,"Presiding Judge of the Superior Court of California,
  County of Nevada",Selected,,01/01/2013,12/31/2015,Term Ended,
Hon. Emily A. Benjamini,"Judge of the Superior Court of California,<br>  County of Riverside",Appointed,"Brown, Jr.",12/17/2018,12/17/2018,Active Service,
Hon. Elizabeth W. Johnson (Ret.),"Presiding Judge of the Superior Court of California,
  County of Trinity",Selected,,01/07/2013,12/31/2013,Term Ended,
Hon. Elizabeth W. Johnson (Ret.),"Presiding Judge of the Superior Court of California,
  County of Trinity",Selected,,01/02/2017,12/31/2017,Term Ended,
Hon. Elizabeth W. Johnson (Ret.),"Judge of the Superior Court of California,
  County of Trinity",Elected,,01/07/2013,01/18/2018,Retired,Retirement
Hon. Jacqueline M. Arroyo,"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Schwarzenegger,06/12/2008,06/12/2008,Active Service,
Hon. Bruce G. Iwasaki,"Judge of the Superior Court of California,<br>  County of Los Angeles",Appointed,"Brown, Jr.",06/22/2012,06/22/2012,Active Service,
Hon. Thomas T. Lewis (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,03/06/2006,12/17/2019,Retired,Retirement
Hon. Dianna J. Gould-Saltman,"Judge of the Superior Court of California,<br>  County of Los Angeles",Appointed,Schwarzenegger,07/12/2010,07/12/2010,Active Service,
Hon. Kathryn T. Montejano,"Judge of the Superior Court of California,
  County of Tulare",Appointed,Schwarzenegger,07/09/2007,07/09/2007,Active Service,
Hon. Don R. Franchi,"Judge of the Superior Court of California,
  County of San Mateo",Elected,,01/05/2009,01/05/2009,Active Service,
Hon. Michael B. Harper,"Judge of the Superior Court of California,<br>  County of Trinity",Appointed,"Brown, Jr.",06/27/2014,06/27/2014,Active Service,
Hon. Michael B. Harper,"Presiding Judge of the Superior Court of California,
  County of Trinity",Selected,,01/01/2018,01/01/2018,Active Service,
Hon. Kimberly M. Briggs (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Appointed,Schwarzenegger,09/11/2009,04/08/2019,Retired,Retirement
Hon. Andrea C. Thompson,"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/07/2013,01/07/2013,Active Service,
Hon. Garry G. Haehnle,"Judge of the Superior Court of California,
  County of San Diego",Elected,,01/05/2009,01/05/2009,Active Service,
Hon. Sarah H. Heckman,"Judge of the Superior Court of California,
  County of Sutter",Elected,,01/07/2013,01/07/2019,Active Service,Elected/Re-Elected
Hon. Roger C. Chan,"Judge of the Superior Court of California,
  County of San Francisco",Appointed,"Brown, Jr.",07/22/2016,01/07/2019,Active Service,Elected/Re-Elected
Hon. Lawrence G. Brown,"Judge of the Superior Court of California,
  County of Sacramento",Appointed,Schwarzenegger,01/29/2010,01/07/2019,Active Service,Elected/Re-Elected
Hon. Catherine J. Pratt,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",11/17/2015,11/17/2015,Active Service,
Hon. Shauna L. Chastain,"Judge of the Superior Court of California,<br>  County of Solano",Appointed,Unknown,08/03/2018,08/03/2018,Active Service,
Hon. Linda D. Hurst,"Judge of the Superior Court of California,
  County of San Luis Obispo",Appointed,Schwarzenegger,05/12/2009,05/12/2009,Active Service,
Hon. Paul L. Seave,"Judge of the Superior Court of California,<br>  County of Sacramento",Appointed,Schwarzenegger,12/20/2010,01/07/2019,Active Service,Elected/Re-Elected
Hon. B. Scott Thomsen,"Judge of the Superior Court of California,<br>  County of Nevada",Appointed,Schwarzenegger,12/09/2010,12/09/2010,Active Service,
Hon. B. Scott Thomsen,"Presiding Judge of the Superior Court of California,
  County of Nevada",Selected,,01/01/2016,12/31/2017,Term Ended,
Hon. B. Scott Thomsen,"Presiding Judge of the Superior Court of California,
  County of Nevada",Selected,,01/01/2018,12/31/2018,Term Ended,
Hon. B. Scott Thomsen,"Assistant Presiding Judge of the Superior Court of California,<br>  County of Nevada",Selected,,01/01/2019,01/01/2019,Active Service,
Hon. Mary Dolas,"Judge of the Superior Court of California,
  County of Fresno",Appointed,"Brown, Jr.",11/20/2015,01/07/2019,Active Service,Elected/Re-Elected
Hon. David J. Cowan,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",06/23/2014,06/23/2014,Active Service,
Hon. Tamila E. Ipema,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,Schwarzenegger,01/23/2009,01/23/2009,Active Service,
Hon. Christopher J. Plourd,"Presiding Judge of the Superior Court of California,
  County of Imperial",Selected,,01/01/2016,12/31/2017,Term Ended,
Hon. Christopher J. Plourd,"Judge of the Superior Court of California,
  County of Imperial",Appointed,"Brown, Jr.",12/30/2011,01/07/2019,Active Service,Elected/Re-Elected
Hon. Stephan G. Saleson,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,03/01/2006,03/01/2006,Active Service,
Hon. Peter H. Kirwan,"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Schwarzenegger,03/27/2006,03/27/2006,Active Service,
Hon. Suzette Clover,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,02/27/2006,02/27/2006,Active Service,
Hon. Hector M. Guzman,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,02/10/2006,02/10/2006,Active Service,
